title,page_link,pdf_link,issue_date,fda_organization,topic,status,docket_number,comment,closing_comment
CPG Sec 525.400 Hollandaise Sauce - Common or Usual Name,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-525400-hollandaise-sauce-common-or-usual-name,,1995-02-28,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Dressing/Condiment']",Final,,No,
CPG Sec 550.400 Grenadine,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-550400-grenadine,,1995-02-28,"['Office of Inspections and Investigations','Human Foods Program']","['Investigation & Enforcement','Fruit/Fruit Product']",Final,,No,
CPG Sec 555.650 Reconditioning Foods by Diversion for Animal Feed,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-555650-reconditioning-foods-diversion-animal-feed,,1995-02-28,"['Office of Inspections and Investigations','Human Foods Program']",['Investigation & Enforcement'],Final,,No,
CPG Sec 562.400 Foreign Language Declarations on Food Labels,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-562400-foreign-language-declarations-food-labels,,1995-02-28,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Labeling']",Final,,No,
CPG Sec 578.600 Unapproved Additives for Exported Grains,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-578600-unapproved-additives-exported-grains,,1995-02-28,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Grain/Grain Product']",Final,,No,
CPG Sec. 150.500 Analytical Methodology Used by FDA - Drugs,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-150500-analytical-methodology-used-fda-drugs,,1995-02-28,"['Human Foods Program','Office of Inspections and Investigations','Center for Drug Evaluation and Research']",['Investigation & Enforcement'],Final,,No,
CPG Sec. 231.110-  Quality Control Testing of *Platelets* [ ] and Cryoprecipitated Antihemophilic Factor [ ],,,1995-02-28,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
"CPG Sec. 250.100 Source Plasma – Guidelines for Informed Consent Forms (Obsolete, Withdrawn on 11/28/2017)",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-250100-source-plasma-guidelines-informed-consent-forms-obsolete-withdrawn-11282017,,1995-02-28,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
"CPG Sec. 252.100 Source Plasma - Regulatory Action Based on Overbleeding (Obsolete, Withdrawn on 11/28/2017)",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-252100-source-plasma-regulatory-action-based-overbleeding-obsolete-withdrawn-11282017,,1995-02-28,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
CPG Sec. 253.100- Use of Units of *Plasma and Fresh Frozen Plasma* Which Have Been Thawed,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-253100-use-units-plasma-and-fresh-frozen-plasma-which-have-been-thawed,,1995-02-28,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
"CPG Sec. 254.100 Source Plasma - Use of Units from Donors Subsequently Found to be Reactive to a Serologic Test for Syphilis (Obsolete, Withdrawn on 11/28/2017)",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-254100-source-plasma-use-units-donors-subsequently-found-be-reactive-serologic-test-syphilis,,1995-02-28,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
"CPG Sec. 255.100 Quantitative Testing for Serum Proteins in Plasmapheresis Donors (Obsolete, Withdrawn on 11/28/2017)",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-255100-quantitative-testing-serum-proteins-plasmapheresis-donors-obsolete-withdrawn-11282017,,1995-02-28,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
"CPG Sec. 256.100 Plasmapheresis - 48-hour Period Between Plasmapheresis Procedures (Obsolete, Withdrawn on 11/28/2017)",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-256100-plasmapheresis-48-hour-period-between-plasmapheresis-procedures-obsolete-withdrawn,,1995-02-28,[],"['Investigation & Enforcement','Blood Products']",Final,,No,
CPG Sec. 300.300 Ineffective Devices - 502(f)(I) Labeling Requirements,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-300300-ineffective-devices-502fi-labeling-requirements,,1995-02-28,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Labeling']",Final,FDA-2020-D-0957,No,
CPG Sec. 310.100 Pacemaker Reuse,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-310100-pacemaker-reuse,,1995-02-28,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Cardiovascular']",Final,FDA-2020-D-0957,No,
CPG Sec. 394.100 Retention of Microwave Oven Test Records,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-394100-retention-microwave-oven-test-records,,1995-02-28,[],"['Investigation & Enforcement','Records']",Final,,No,
CPG Sec. 396.100 Applicability of the Sunlamp Performance Standard To UVA Tanning Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-396100-applicability-sunlamp-performance-standard-uva-tanning-products,,1995-02-28,[],['Investigation & Enforcement'],Final,,No,
CPG Sec. 396.200 Exemption for Certain Sunlamp Product Purchaser Records,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-396200-exemption-certain-sunlamp-product-purchaser-records,,1995-02-28,[],['Investigation & Enforcement'],Final,,No,
CPG Sec. 396.400 Policy on Warned on Sunlamp Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-396400-policy-warned-sunlamp-products,,1995-02-28,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Labeling']",Final,FDA-2020-D-0957,No,
CPG Sec. 398.200 Hazardous Diagnostic X-ray Systems,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-398200-hazardous-diagnostic-x-ray-systems,,1995-02-28,"['Center for Devices and Radiological Health','Office of Regulatory Affairs']","['Investigation & Enforcement','Radiology']",Final,FDA-2020-D-0957,No,
CPG Sec. 398.300 Registration of Assemblers of  Diagnostic X-Ray Systems as Device Manufacturers,,,1995-02-28,[],"['Investigation & Enforcement','Radiology']",Final,FDA-2020-D-0957,No,
CPG Sec. 398.375 Obligations of Factory-based Manufacturers and Assemblers of Diagnostic X-ray Equipment Under the Performance Standard for Diagnostic X-ray Equipment,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-398375-obligations-factory-based-manufacturers-and-assemblers-diagnostic-x-ray-equipment,,1995-02-28,[],"['Investigation & Enforcement','Radiology']",Final,,No,
CPG Sec. 398.600 Certification and Identification of X-ray Components - Sections 1010.2 and 1020.30(e),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-398600-certification-and-identification-x-ray-components-sections-10102-and-102030e,,1995-02-28,[],['Investigation & Enforcement'],Final,,No,
CPG Sec. 480.100 Requirements for Expiration Dating and Stability Testing,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-480100-requirements-expiration-dating-and-stability-testing,,1995-02-28,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,,No,
CPG Sec. 480.200 Expiration Dating of Unit Dose Repackaged Drugs,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-480200-expiration-dating-unit-dose-repackaged-drugs,,1995-02-28,['Center for Drug Evaluation and Research'],['Investigation & Enforcement'],Final,,No,2020-07-30
CPG Sec. 607.100 -  Adequate Directions for Use (Species Designation) - Animal Drugs and Veterinary Devices,,,1995-02-28,[],"['Investigation & Enforcement','Animal Devices','Animal Drugs','Labeling']",Final,FDA-2021-D-0629,No,
CPG Sec. 608.300  Lay Use of *Animal Capture and Euthanasia* Drugs (Withdrawn 2/20/2020),,,1995-02-28,[],"['Investigation & Enforcement','Animal Drugs']",Final,,No,
CPG Sec. 637.100  Plastic Containers for Injectable Animal Drugs (Withdrawn 2/20/2020),,,1995-02-28,[],"['Investigation & Enforcement','Animal Drugs']",Final,,No,
CPG Sec. 638.100  Process Validation Requirements for Drug Products Subject to Pre-Market Approval,,,1995-02-28,[],"['Investigation & Enforcement','Animal Drugs']",Final,,No,
CPG Sec. 640.100  Anthelmintics (Withdrawn 2/20/2020),,,1995-02-28,[],"['Investigation & Enforcement','Anthelmintics']",Final,,No,
CPG Sec. 641.100  *Products for Control of Fleas and Ticks* Containing a Pesticide (Withdrawn 2/20/2020),,,1995-02-28,[],['Investigation & Enforcement'],Final,,No,
CPG Sec. 642.100  *Drugs for Odor Control and Conception in Pet Animals*,,,1995-02-28,[],"['Investigation & Enforcement','Animal Drugs']",Final,FDA-2021-D-0630,No,
CPG Sec. 643.100  Oral Iron Products for Baby Pigs (Withdrawn 2/20/2020),,,1995-02-28,[],['Investigation & Enforcement'],Final,,No,
CPG Sec. 650.100  Animal Drugs for Euthanasia (Withdrawn 5/23/2024),,,1995-02-28,[],"['Investigation & Enforcement','Animal Drugs']",Final,FDA-2021-D-0631,No,
CPG Sec. 654.100  Dimethyl Sulfoxide (DMSO) for Animal Use (Withdrawn 2/20/2020),,,1995-02-28,[],"['Investigation & Enforcement','Animal Drugs']",Final,,No,
CPG Sec. 654.200  Teat Dips and Udder Washes for Dairy Cows and Goats,,,1995-02-28,[],['Investigation & Enforcement'],Final,FDA-2021-D-0632,No,
CPG Sec. 665.100  Common or Usual Names for Animal Feed Ingredients,,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed','Labeling']",Final,FDA-2021-D-0633,No,
CPG Sec. 665.200  Checklist Labeling for Custom Mixed Medicated Feeds (Withdrawn 7/23/2019),,,1995-02-28,[],"['Investigation & Enforcement','Labeling','Medicated Feed']",Final,,No,
CPG Sec. 670.500  Ammoniated Cottonseed Meal - Interpretation of 21 CFR,,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0634,No,
CPG Sec. 675.100  Diversion of Contaminated Food for Animal Use,,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0635,No,
CPG Sec. 675.200  Diversion of Adulterated Food to Acceptable Animal Feed Use,,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0636,No,
CPG Sec. 675.300  Moisture Damaged Grain,,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0637,No,
CPG Sec. 680.500  Unsafe Contamination of Animal Feed from Drug Carryover (Withdrawn 1/30/2023),,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0638,No,
"CPG Sec. 680.600  Sequencing as a Means to Prevent Unsafe Drug   Contamination in the Production, Storage, and Distribution of Feeds (Withdrawn 1/30/2023)",,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0639,No,
CPG Sec. 685.100  Recycled Animal Waste,,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0640,No,
CPG Sec. 687.500  Silage Ingredients,,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0641,No,
CPG Sec. 689.100  Direct-Fed Microbial Products,,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,FDA-2021-D-0642,No,
CPG Sec. 690.100  Nutritional Supplements for Companion Animals (Withdrawn 2/20/2020),,,1995-02-28,[],"['Investigation & Enforcement','Animal Feed']",Final,,No,
CPG Sec.140.500 Metric Declarations of Quantity of Contents on Product Labels,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec140500-metric-declarations-quantity-contents-product-labels,,1995-02-28,"['Human Foods Program','Office of Inspections and Investigations']","['Investigation & Enforcement','Labeling']",Final,,No,
CPG Sec.625.400 Reconditioning of New Animal Drugs Seized Under Section 501(a)(5) (Withdrawn 2/20/2020),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec625400-reconditioning-new-animal-drugs-seized-under-section-501a5-withdrawn-2202020,,1995-02-28,"['Center for Veterinary Medicine','Office of Regulatory Affairs']","['Investigation & Enforcement','Animal Drugs']",Final,,No,
CPG Sec 275.100 Immune Milk (Withdrawn 1/30/2020) :  CPG Sec 275.100 Immune Milk,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-275100-immune-milk-withdrawn-1302020,,1995-02-28,"['Office of Inspections and Investigations','Human Foods Program']",['Investigation & Enforcement'],Final,,No,
Guidance Document For The Preparation of Premarket Notification For Ceramic Ball Hip Systems,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-document-preparation-premarket-notification-ceramic-ball-hip-systems,https://www.fda.gov/media/72249/download,1995-01-09,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
CVM GFI #57 Preparation and Submission of Veterinary Master Files,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-57-preparation-and-submission-veterinary-master-files,https://www.fda.gov/media/70147/download,1995-01-01,['Center for Veterinary Medicine'],"['Chemistry, Manufacturing, and Controls (CMC)']",Final,FDA-2021-D-0617,No,
Checklist for Mechanical Lithotripters and Stone Dislodgers used in Gastroenterology and Urology,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/checklist-mechanical-lithotripters-and-stone-dislodgers-used-gastroenterology-and-urology,https://www.fda.gov/media/72275/download,1994-11-01,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
